id,admin_level,admin_name,area_id,common_id,,dimension_id,dimension_name,F/M,Unit,year,value,colnames
2458,province,Prachuap Khiri Khan,108,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2459,province,Prachuap Khiri Khan,108,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2460,province,Prachuap Khiri Khan,108,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2461,province,Preah Sihanouk,13,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2462,province,Preah Sihanouk,13,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2463,province,Preah Sihanouk,13,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2464,province,Preah Vihear,18,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2465,province,Preah Vihear,18,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2466,province,Preah Vihear,18,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2467,province,Prey Veng,19,3,Violence,5,Violence Index,female,number,2010,0.04016064,VI_F
2468,province,Prey Veng,19,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2469,province,Prey Veng,19,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2470,province,Prey Veng,19,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2471,province,Prey Veng,19,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2472,province,Prey Veng,19,2,Reproductive health,3,Reproductive health index,female,number,2010,0.02273608,RHI_F
2473,province,Prey Veng,19,1,Empowerment,1,Empowerment index,female,number,2010,0.55214177,EI_F
2474,province,Prey Veng,19,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2475,province,Pursat,17,1,Empowerment,1,Empowerment index,female,number,2010,0.55813898,EI_F
2476,province,Pursat,17,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2477,province,Pursat,17,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2478,province,Pursat,17,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2479,province,Pursat,17,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2480,province,Pursat,17,3,Violence,5,Violence Index,female,number,2010,0.0155521,VI_F
2481,province,Pursat,17,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2482,province,Pursat,17,2,Reproductive health,3,Reproductive health index,female,number,2010,0.02864166,RHI_F
2483,province,Quang Binh,181,1,Empowerment,2,Empowerment index,male,number,2010,0.67679975,EI_M
2484,province,Quang Binh,181,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2485,province,Quang Binh,181,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2486,province,Quang Binh,181,1,Empowerment,1,Empowerment index,female,number,2010,0.43773786,EI_F
2487,province,Quang Nam,182,1,Empowerment,2,Empowerment index,male,number,2010,0.6482158,EI_M
2488,province,Quang Nam,182,1,Empowerment,1,Empowerment index,female,number,2010,0.41665782,EI_F
2489,province,Quang Nam,182,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2490,province,Quang Nam,182,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2491,province,Quang Ngai,183,1,Empowerment,2,Empowerment index,male,number,2010,0.65344829,EI_M
2492,province,Quang Ngai,183,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2493,province,Quang Ngai,183,1,Empowerment,1,Empowerment index,female,number,2010,0.39863288,EI_F
2494,province,Quang Ngai,183,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2495,province,Quang Ninh,184,3,Violence,5,Violence Index,female,number,2010,0.01538462,VI_F
2496,province,Quang Ninh,184,1,Empowerment,2,Empowerment index,male,number,2010,0.72929752,EI_M
2497,province,Quang Ninh,184,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2498,province,Quang Ninh,184,1,Empowerment,1,Empowerment index,female,number,2010,0.44042411,EI_F
2499,province,Quang Ninh,184,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2500,province,Quang Ninh,184,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2501,province,Quang Tri,185,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2502,province,Quang Tri,185,1,Empowerment,1,Empowerment index,female,number,2010,0.43744405,EI_F
2503,province,Quang Tri,185,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2504,province,Quang Tri,185,1,Empowerment,2,Empowerment index,male,number,2010,0.68283733,EI_M
2505,province,Rakhine,54,1,Empowerment,1,Empowerment index,female,number,2010,0.14536182,EI_F
2506,province,Rakhine,54,1,Empowerment,2,Empowerment index,male,number,2010,0.6753005,EI_M
2507,province,Rakhine,54,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2508,province,Rakhine,54,2,Reproductive health,3,Reproductive health index,female,number,2010,0.03387333,RHI_F
2509,province,Rakhine,54,4,Labor Force,8,Labour force Index,male,number,2010,0.8647,LFI_M
2510,province,Rakhine,54,4,Labor Force,7,Labour force Index,female,number,2010,0.5802,LFI_F
2511,province,Ranong,109,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2512,province,Ranong,109,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06624115,RHI_F
2513,province,Ranong,109,1,Empowerment,1,Empowerment index,female,number,2010,0.14588554,EI_F
2514,province,Ranong,109,1,Empowerment,2,Empowerment index,male,number,2010,0.39102218,EI_M
2515,province,Ranong,109,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2516,province,Ranong,109,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2517,province,Ratchaburi,110,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2518,province,Ratchaburi,110,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2519,province,Ratchaburi,110,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2520,province,Ratchaburi,110,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2521,province,Ratchaburi,110,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2522,province,Ratchaburi,110,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2523,province,Ratnakiri,20,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2524,province,Ratnakiri,20,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2525,province,Ratnakiri,20,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2526,province,Rayong,111,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2527,province,Rayong,111,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2528,province,Rayong,111,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2529,province,Rayong,111,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2530,province,Rayong,111,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2531,province,Rayong,111,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2532,province,Roi Et,112,2,Reproductive health,3,Reproductive health index,female,number,2010,0.05644225,RHI_F
2533,province,Roi Et,112,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2534,province,Roi Et,112,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2535,province,Roi Et,112,1,Empowerment,1,Empowerment index,female,number,2010,0.15490663,EI_F
2536,province,Roi Et,112,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2537,province,Roi Et,112,1,Empowerment,2,Empowerment index,male,number,2010,0.4316508,EI_M
2538,province,Sa Kaeow,113,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2539,province,Sa Kaeow,113,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2540,province,Sa Kaeow,113,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2541,province,Sa Kaeow,113,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2542,province,Sa Kaeow,113,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2543,province,Sa Kaeow,113,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2544,province,Sagaing,55,1,Empowerment,2,Empowerment index,male,number,2010,0.6753005,EI_M
2545,province,Sagaing,55,2,Reproductive health,3,Reproductive health index,female,number,2010,0.03387333,RHI_F
2546,province,Sagaing,55,4,Labor Force,8,Labour force Index,male,number,2010,0.8647,LFI_M
2547,province,Sagaing,55,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2548,province,Sagaing,55,1,Empowerment,1,Empowerment index,female,number,2010,0.14536182,EI_F
2549,province,Sagaing,55,4,Labor Force,7,Labour force Index,female,number,2010,0.5802,LFI_F
2550,province,Sakon Nakhon,114,1,Empowerment,1,Empowerment index,female,number,2010,0.15490663,EI_F
2551,province,Sakon Nakhon,114,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2552,province,Sakon Nakhon,114,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2553,province,Sakon Nakhon,114,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2554,province,Sakon Nakhon,114,1,Empowerment,2,Empowerment index,male,number,2010,0.4316508,EI_M
2555,province,Sakon Nakhon,114,2,Reproductive health,3,Reproductive health index,female,number,2010,0.05644225,RHI_F
2556,province,Samut Prakan,115,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2557,province,Samut Prakan,115,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2558,province,Samut Prakan,115,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2559,province,Samut Prakan,115,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2560,province,Samut Prakan,115,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2561,province,Samut Prakan,115,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2562,province,Samut Sakhon,116,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2563,province,Samut Sakhon,116,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2564,province,Samut Sakhon,116,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2565,province,Samut Sakhon,116,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2566,province,Samut Sakhon,116,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2567,province,Samut Sakhon,116,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2568,province,Samut Songkhram,117,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2569,province,Samut Songkhram,117,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2570,province,Samut Songkhram,117,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2571,province,Samut Songkhram,117,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2572,province,Samut Songkhram,117,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2573,province,Samut Songkhram,117,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2574,province,Saraburi,118,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2575,province,Saraburi,118,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2576,province,Saraburi,118,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2577,province,Saraburi,118,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2578,province,Saraburi,118,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2579,province,Saraburi,118,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2580,province,Saravan,36,1,Empowerment,2,Empowerment index,male,number,2010,0.796789,EI_M
2581,province,Saravan,36,1,Empowerment,1,Empowerment index,female,number,2010,0.45140786,EI_F
2582,province,Saravan,36,4,Labor Force,8,Labour force Index,male,number,2010,0.8159,LFI_M
2583,province,Saravan,36,4,Labor Force,7,Labour force Index,female,number,2010,0.8091,LFI_F
2584,province,Satun,119,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2585,province,Satun,119,1,Empowerment,1,Empowerment index,female,number,2010,0.14588554,EI_F
2586,province,Satun,119,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2587,province,Satun,119,1,Empowerment,2,Empowerment index,male,number,2010,0.39102218,EI_M
2588,province,Satun,119,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06624115,RHI_F
2589,province,Satun,119,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2590,province,Savannakhet,37,1,Empowerment,2,Empowerment index,male,number,2010,0.796789,EI_M
2591,province,Savannakhet,37,1,Empowerment,1,Empowerment index,female,number,2010,0.45140786,EI_F
2592,province,Savannakhet,37,4,Labor Force,8,Labour force Index,male,number,2010,0.8159,LFI_M
2593,province,Savannakhet,37,4,Labor Force,7,Labour force Index,female,number,2010,0.8091,LFI_F
2594,province,Sekong,40,1,Empowerment,1,Empowerment index,female,number,2010,0.45140786,EI_F
2595,province,Sekong,40,4,Labor Force,8,Labour force Index,male,number,2010,0.8159,LFI_M
2596,province,Sekong,40,4,Labor Force,7,Labour force Index,female,number,2010,0.8091,LFI_F
2597,province,Sekong,40,1,Empowerment,2,Empowerment index,male,number,2010,0.796789,EI_M
2598,province,Shan,56,1,Empowerment,2,Empowerment index,male,number,2010,0.6753005,EI_M
2599,province,Shan,56,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2600,province,Shan,56,2,Reproductive health,3,Reproductive health index,female,number,2010,0.03387333,RHI_F
2601,province,Shan,56,1,Empowerment,1,Empowerment index,female,number,2010,0.14536182,EI_F
2602,province,Shan,56,4,Labor Force,7,Labour force Index,female,number,2010,0.5802,LFI_F
2603,province,Shan,56,4,Labor Force,8,Labour force Index,male,number,2010,0.8647,LFI_M
2604,province,Siem Reap,21,2,Reproductive health,3,Reproductive health index,female,number,2010,0.02572999,RHI_F
2605,province,Siem Reap,21,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2606,province,Siem Reap,21,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2607,province,Siem Reap,21,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2608,province,Siem Reap,21,3,Violence,5,Violence Index,female,number,2010,0.01512859,VI_F
2609,province,Siem Reap,21,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2610,province,Siem Reap,21,1,Empowerment,1,Empowerment index,female,number,2010,0.55632195,EI_F
2611,province,Siem Reap,21,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2612,province,Singburi,121,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2613,province,Singburi,121,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2614,province,Singburi,121,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2615,province,Singburi,121,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2616,province,Singburi,121,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2617,province,Singburi,121,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2618,province,Sisaket,120,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2619,province,Sisaket,120,1,Empowerment,1,Empowerment index,female,number,2010,0.15490663,EI_F
2620,province,Sisaket,120,2,Reproductive health,3,Reproductive health index,female,number,2010,0.05644225,RHI_F
2621,province,Sisaket,120,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2622,province,Sisaket,120,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2623,province,Sisaket,120,1,Empowerment,2,Empowerment index,male,number,2010,0.4316508,EI_M
2624,province,Soc Trang,186,2,Reproductive health,3,Reproductive health index,female,number,2010,0.33648869,RHI_F
2625,province,Soc Trang,186,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2626,province,Soc Trang,186,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2627,province,Soc Trang,186,1,Empowerment,2,Empowerment index,male,number,2010,0.43055033,EI_M
2628,province,Soc Trang,186,1,Empowerment,1,Empowerment index,female,number,2010,0.26073524,EI_F
2629,province,Soc Trang,186,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2630,province,Soc Trang,186,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2631,province,Soc Trang,186,3,Violence,5,Violence Index,female,number,2010,0.0141844,VI_F
2632,province,Son La,187,1,Empowerment,1,Empowerment index,female,number,2010,0.31550593,EI_F
2633,province,Son La,187,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2634,province,Son La,187,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2635,province,Son La,187,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2636,province,Son La,187,3,Violence,5,Violence Index,female,number,2010,0.01597444,VI_F
2637,province,Son La,187,1,Empowerment,2,Empowerment index,male,number,2010,0.51237751,EI_M
2638,province,Songkhla,122,1,Empowerment,2,Empowerment index,male,number,2010,0.39102218,EI_M
2639,province,Songkhla,122,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2640,province,Songkhla,122,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2641,province,Songkhla,122,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2642,province,Songkhla,122,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06624115,RHI_F
2643,province,Songkhla,122,1,Empowerment,1,Empowerment index,female,number,2010,0.14588554,EI_F
2644,province,Stung Treng,22,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2645,province,Stung Treng,22,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2646,province,Stung Treng,22,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2647,province,Sukothai,123,1,Empowerment,2,Empowerment index,male,number,2010,0.40784484,EI_M
2648,province,Sukothai,123,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2649,province,Sukothai,123,1,Empowerment,1,Empowerment index,female,number,2010,0.14429149,EI_F
2650,province,Sukothai,123,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2651,province,Sukothai,123,2,Reproductive health,3,Reproductive health index,female,number,2010,0.07034235,RHI_F
2652,province,Sukothai,123,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2653,province,Suphanburi,124,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2654,province,Suphanburi,124,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2655,province,Suphanburi,124,1,Empowerment,2,Empowerment index,male,number,2010,0.38579567,EI_M
2656,province,Suphanburi,124,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2657,province,Suphanburi,124,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06225728,RHI_F
2658,province,Suphanburi,124,1,Empowerment,1,Empowerment index,female,number,2010,0.14076106,EI_F
2659,province,Surat Thani,125,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2660,province,Surat Thani,125,2,Reproductive health,3,Reproductive health index,female,number,2010,0.06624115,RHI_F
2661,province,Surat Thani,125,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2662,province,Surat Thani,125,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2663,province,Surat Thani,125,1,Empowerment,2,Empowerment index,male,number,2010,0.39102218,EI_M
2664,province,Surat Thani,125,1,Empowerment,1,Empowerment index,female,number,2010,0.14588554,EI_F
2665,province,Surin,126,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2666,province,Surin,126,1,Empowerment,2,Empowerment index,male,number,2010,0.4316508,EI_M
2667,province,Surin,126,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2668,province,Surin,126,2,Reproductive health,3,Reproductive health index,female,number,2010,0.05644225,RHI_F
2669,province,Surin,126,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2670,province,Surin,126,1,Empowerment,1,Empowerment index,female,number,2010,0.15490663,EI_F
2671,province,Svay Rieng,23,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2672,province,Svay Rieng,23,2,Reproductive health,3,Reproductive health index,female,number,2010,0.02962394,RHI_F
2673,province,Svay Rieng,23,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2674,province,Svay Rieng,23,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2675,province,Svay Rieng,23,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2676,province,Svay Rieng,23,3,Violence,5,Violence Index,female,number,2010,0.01150748,VI_F
2677,province,Svay Rieng,23,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2678,province,Svay Rieng,23,1,Empowerment,1,Empowerment index,female,number,2010,0.47359741,EI_F
2679,province,Tak,127,4,Labor Force,7,Labour force Index,female,number,2010,0.6466,LFI_F
2680,province,Tak,127,1,Empowerment,2,Empowerment index,male,number,2010,0.40784484,EI_M
2681,province,Tak,127,2,Reproductive health,3,Reproductive health index,female,number,2010,0.07034235,RHI_F
2682,province,Tak,127,4,Labor Force,8,Labour force Index,male,number,2010,0.8131,LFI_M
2683,province,Tak,127,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2684,province,Tak,127,1,Empowerment,1,Empowerment index,female,number,2010,0.14429149,EI_F
2685,province,Takeo,24,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2686,province,Takeo,24,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2687,province,Takeo,24,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2688,province,Takeo,24,1,Empowerment,1,Empowerment index,female,number,2010,0.55366914,EI_F
2689,province,Takeo,24,3,Violence,5,Violence Index,female,number,2010,0.01686341,VI_F
2690,province,Takeo,24,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2691,province,Takeo,24,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2692,province,Takeo,24,2,Reproductive health,3,Reproductive health index,female,number,2010,0.03110604,RHI_F
2693,province,Tanintharyi,57,4,Labor Force,8,Labour force Index,male,number,2010,0.8647,LFI_M
2694,province,Tanintharyi,57,2,Reproductive health,3,Reproductive health index,female,number,2010,0.03387333,RHI_F
2695,province,Tanintharyi,57,1,Empowerment,2,Empowerment index,male,number,2010,0.6753005,EI_M
2696,province,Tanintharyi,57,4,Labor Force,7,Labour force Index,female,number,2010,0.5802,LFI_F
2697,province,Tanintharyi,57,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2698,province,Tanintharyi,57,1,Empowerment,1,Empowerment index,female,number,2010,0.14536182,EI_F
2699,province,Tay Ninh,188,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2700,province,Tay Ninh,188,1,Empowerment,1,Empowerment index,female,number,2010,0.36167121,EI_F
2701,province,Tay Ninh,188,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2702,province,Tay Ninh,188,1,Empowerment,2,Empowerment index,male,number,2010,0.54033999,EI_M
2703,province,Tay Ninh,188,3,Violence,5,Violence Index,female,number,2010,0.02531646,VI_F
2704,province,Tay Ninh,188,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2705,province,Tay Ninh,188,2,Reproductive health,3,Reproductive health index,female,number,2010,0.3511042,RHI_F
2706,province,Tay Ninh,188,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2707,province,Tbong Khmum,25,1,Empowerment,2,Empowerment index,male,number,2010,0.8059945,EI_M
2708,province,Tbong Khmum,25,4,Labor Force,8,Labour force Index,male,number,2010,0.8859,LFI_M
2709,province,Tbong Khmum,25,4,Labor Force,7,Labour force Index,female,number,2010,0.8128,LFI_F
2710,province,Thai Binh,189,3,Violence,5,Violence Index,female,number,2010,0.01592357,VI_F
2711,province,Thai Binh,189,1,Empowerment,2,Empowerment index,male,number,2010,0.78364422,EI_M
2712,province,Thai Binh,189,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2713,province,Thai Binh,189,2,Reproductive health,3,Reproductive health index,female,number,2010,0.31422313,RHI_F
2714,province,Thai Binh,189,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2715,province,Thai Binh,189,1,Empowerment,1,Empowerment index,female,number,2010,0.45794815,EI_F
2716,province,Thai Binh,189,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2717,province,Thai Binh,189,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2718,province,Thai Nguyen,190,1,Empowerment,2,Empowerment index,male,number,2010,0.67607319,EI_M
2719,province,Thai Nguyen,190,1,Empowerment,1,Empowerment index,female,number,2010,0.43428181,EI_F
2720,province,Thai Nguyen,190,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2721,province,Thai Nguyen,190,3,Violence,5,Violence Index,female,number,2010,0.01538462,VI_F
2722,province,Thai Nguyen,190,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2723,province,Thai Nguyen,190,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2724,province,Thanh Hoa,192,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2725,province,Thanh Hoa,192,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2726,province,Thanh Hoa,192,1,Empowerment,1,Empowerment index,female,number,2010,0.39458974,EI_F
2727,province,Thanh Hoa,192,1,Empowerment,2,Empowerment index,male,number,2010,0.62151564,EI_M
2728,province,Thua Thien-Hue,191,1,Empowerment,2,Empowerment index,male,number,2010,0.65041433,EI_M
2729,province,Thua Thien-Hue,191,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2730,province,Thua Thien-Hue,191,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2731,province,Thua Thien-Hue,191,1,Empowerment,1,Empowerment index,female,number,2010,0.41605183,EI_F
2732,province,Tien Giang,193,2,Reproductive health,4,Reproductive health index,male,number,2010,1,RHI_M
2733,province,Tien Giang,193,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2734,province,Tien Giang,193,1,Empowerment,1,Empowerment index,female,number,2010,0.39723388,EI_F
2735,province,Tien Giang,193,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2736,province,Tien Giang,193,1,Empowerment,2,Empowerment index,male,number,2010,0.55399915,EI_M
2737,province,Tien Giang,193,4,Labor Force,7,Labour force Index,female,number,2010,0.7157,LFI_F
2738,province,Tien Giang,193,2,Reproductive health,3,Reproductive health index,female,number,2010,0.33648869,RHI_F
2739,province,Tien Giang,193,3,Violence,5,Violence Index,female,number,2010,0.0141844,VI_F
2740,province,Tra Vinh,194,3,Violence,6,Violence Index,male,number,2010,1,VI_M
2741,province,Tra Vinh,194,4,Labor Force,8,Labour force Index,male,number,2010,0.8105,LFI_M
2742,province,Tra Vinh,194,2,Reproductive health,3,Reproductive health index,female,number,2010,0.33648869,RHI_F
2743,province,Tra Vinh,194,3,Violence,5,Violence Index,female,number,2010,0.0141844,VI_F
